timestamp_utc,carpark,available_spaces,total_spaces,occupancy,status,parking_option,source_last_updated
2025-09-27 19:09:33,Downtown,1195,1944,0.3853,,Short-term,
2025-09-27 19:09:33,Ronwood,526,678,0.2242,,Short-term,
2025-09-27 19:09:33,Toka Puia,387,420,0.0786,,Short-term,
2025-09-27 19:09:33,Victoria Street,785,895,0.1229,,Short-term,
2025-09-27 20:13:26,Civic,721,928,0.2231,,Short-term,
2025-09-27 20:13:26,Downtown,1121,1944,0.4234,,Short-term,
2025-09-27 20:13:26,Ronwood,527,678,0.2227,,Short-term,
2025-09-27 20:13:26,Toka Puia,376,420,0.1048,,Short-term,
2025-09-27 20:13:26,Victoria Street,754,895,0.1575,,Short-term,
2025-09-27 21:10:14,Civic,658,928,0.2909,,Short-term,
2025-09-27 21:10:14,Downtown,1017,1944,0.4769,,Short-term,
2025-09-27 21:10:14,Ronwood,527,678,0.2227,,Short-term,
2025-09-27 21:10:14,Toka Puia,349,420,0.169,,Short-term,
2025-09-27 21:10:14,Victoria Street,694,895,0.2246,,Short-term,
2025-09-27 22:11:08,Civic,633,928,0.3179,,Short-term,
2025-09-27 22:11:08,Downtown,880,1944,0.5473,,Short-term,
2025-09-27 22:11:08,Ronwood,527,678,0.2227,,Short-term,
2025-09-27 22:11:08,Toka Puia,309,420,0.2643,,Short-term,
2025-09-27 22:11:08,Victoria Street,586,895,0.3453,,Short-term,
2025-09-27 23:11:23,Civic,572,928,0.3836,,Short-term,
2025-09-27 23:11:23,Downtown,740,1944,0.6193,,Short-term,
2025-09-27 23:11:23,Ronwood,527,678,0.2227,,Short-term,
2025-09-27 23:11:23,Toka Puia,294,420,0.3,,Short-term,
2025-09-27 23:11:23,Victoria Street,501,895,0.4402,,Short-term,
2025-09-28 01:05:38,Civic,515,928,0.445,,Short-term,
2025-09-28 01:05:38,Downtown,632,1944,0.6749,,Short-term,
2025-09-28 01:05:38,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 01:05:38,Toka Puia,309,420,0.2643,,Short-term,
2025-09-28 01:05:38,Victoria Street,445,895,0.5028,,Short-term,
2025-09-28 03:03:27,Civic,397,928,0.5722,,Short-term,
2025-09-28 03:03:27,Downtown,919,1944,0.5273,,Short-term,
2025-09-28 03:03:27,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 03:03:27,Toka Puia,348,420,0.1714,,Short-term,
2025-09-28 03:03:27,Victoria Street,480,895,0.4637,,Short-term,
2025-09-28 04:14:59,Civic,439,928,0.5269,,Short-term,
2025-09-28 04:14:59,Downtown,1076,1944,0.4465,,Short-term,
2025-09-28 04:14:59,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 04:14:59,Toka Puia,362,420,0.1381,,Short-term,
2025-09-28 04:14:59,Victoria Street,563,895,0.3709,,Short-term,
2025-09-28 05:12:40,Civic,477,928,0.486,,Short-term,
2025-09-28 05:12:40,Downtown,1119,1944,0.4244,,Short-term,
2025-09-28 05:12:40,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 05:12:40,Toka Puia,376,420,0.1048,,Short-term,
2025-09-28 05:12:40,Victoria Street,569,895,0.3642,,Short-term,
2025-09-28 06:18:02,Civic,643,928,0.3071,,Short-term,
2025-09-28 06:18:02,Downtown,1166,1944,0.4002,,Short-term,
2025-09-28 06:18:02,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 06:18:02,Toka Puia,379,420,0.0976,,Short-term,
2025-09-28 06:18:02,Victoria Street,575,895,0.3575,,Short-term,
2025-09-28 07:11:13,Civic,686,928,0.2608,,Short-term,
2025-09-28 07:11:13,Downtown,1229,1944,0.3678,,Short-term,
2025-09-28 07:11:13,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 07:11:13,Toka Puia,386,420,0.081,,Short-term,
2025-09-28 07:11:13,Victoria Street,598,895,0.3318,,Short-term,
2025-09-28 08:14:55,Civic,722,928,0.222,,Short-term,
2025-09-28 08:14:55,Downtown,1294,1944,0.3344,,Short-term,
2025-09-28 08:14:55,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 08:14:55,Toka Puia,389,420,0.0738,,Short-term,
2025-09-28 08:14:55,Victoria Street,643,895,0.2816,,Short-term,
2025-09-28 09:11:34,Civic,760,928,0.181,,Short-term,
2025-09-28 09:11:34,Downtown,1338,1944,0.3117,,Short-term,
2025-09-28 09:11:34,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 09:11:34,Toka Puia,395,420,0.0595,,Short-term,
2025-09-28 09:11:34,Victoria Street,701,895,0.2168,,Short-term,
2025-09-28 10:12:15,Civic,771,928,0.1692,,Short-term,
2025-09-28 10:12:15,Downtown,1344,1944,0.3086,,Short-term,
2025-09-28 10:12:15,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 10:12:15,Toka Puia,395,420,0.0595,,Short-term,
2025-09-28 10:12:15,Victoria Street,528,895,0.4101,,Short-term,
2025-09-28 11:09:44,Civic,774,928,0.1659,,Short-term,
2025-09-28 11:09:44,Downtown,1343,1944,0.3092,,Short-term,
2025-09-28 11:09:44,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 11:09:44,Toka Puia,395,420,0.0595,,Short-term,
2025-09-28 11:09:44,Victoria Street,533,895,0.4045,,Short-term,
2025-09-28 12:23:04,Civic,774,928,0.1659,,Short-term,
2025-09-28 12:23:04,Downtown,1344,1944,0.3086,,Short-term,
2025-09-28 12:23:04,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 12:23:04,Toka Puia,395,420,0.0595,,Short-term,
2025-09-28 12:23:04,Victoria Street,534,895,0.4034,,Short-term,
2025-09-28 13:17:25,Civic,774,928,0.1659,,Short-term,
2025-09-28 13:17:25,Downtown,1344,1944,0.3086,,Short-term,
2025-09-28 13:17:25,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 13:17:25,Toka Puia,395,420,0.0595,,Short-term,
2025-09-28 13:17:25,Victoria Street,534,895,0.4034,,Short-term,
2025-09-28 14:09:53,Civic,774,928,0.1659,,Short-term,
2025-09-28 14:09:53,Downtown,1344,1944,0.3086,,Short-term,
2025-09-28 14:09:53,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 14:09:53,Toka Puia,395,420,0.0595,,Short-term,
2025-09-28 14:09:53,Victoria Street,534,895,0.4034,,Short-term,
2025-09-28 15:10:58,Civic,774,928,0.1659,,Short-term,
2025-09-28 15:10:58,Downtown,1344,1944,0.3086,,Short-term,
2025-09-28 15:10:58,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 15:10:58,Toka Puia,395,420,0.0595,,Short-term,
2025-09-28 15:10:58,Victoria Street,534,895,0.4034,,Short-term,
2025-09-28 16:13:56,Civic,774,928,0.1659,,Short-term,
2025-09-28 16:13:56,Downtown,1344,1944,0.3086,,Short-term,
2025-09-28 16:13:56,Ronwood,527,678,0.2227,,Short-term,
2025-09-28 16:13:56,Toka Puia,395,420,0.0595,,Short-term,
2025-09-28 16:13:56,Victoria Street,534,895,0.4034,,Short-term,
2025-09-28 17:10:00,Civic,772,928,0.1681,,Short-term,
2025-09-28 17:10:00,Downtown,1315,1944,0.3236,,Short-term,
2025-09-28 17:10:00,Ronwood,523,678,0.2286,,Short-term,
2025-09-28 17:10:00,Toka Puia,393,420,0.0643,,Short-term,
2025-09-28 17:10:00,Victoria Street,528,895,0.4101,,Short-term,
2025-09-28 18:15:51,Civic,744,928,0.1983,,Short-term,
2025-09-28 18:15:51,Downtown,1245,1944,0.3596,,Short-term,
2025-09-28 18:15:51,Ronwood,501,678,0.2611,,Short-term,
2025-09-28 18:15:51,Toka Puia,387,420,0.0786,,Short-term,
2025-09-28 18:15:51,Victoria Street,512,895,0.4279,,Short-term,
2025-09-28 19:09:42,Civic,704,928,0.2414,,Short-term,
2025-09-28 19:09:42,Downtown,1117,1944,0.4254,,Short-term,
2025-09-28 19:09:42,Ronwood,423,678,0.3761,,Short-term,
2025-09-28 19:09:42,Toka Puia,352,420,0.1619,,Short-term,
2025-09-28 19:09:42,Victoria Street,482,895,0.4615,,Short-term,
2025-09-28 20:13:17,Civic,654,928,0.2953,,Short-term,
2025-09-28 20:13:17,Downtown,877,1944,0.5489,,Short-term,
2025-09-28 20:13:17,Ronwood,314,678,0.5369,,Short-term,
2025-09-28 20:13:17,Toka Puia,312,420,0.2571,,Short-term,
2025-09-28 20:13:17,Victoria Street,436,895,0.5128,,Short-term,
2025-09-28 21:10:57,Civic,517,928,0.4429,,Short-term,
2025-09-28 21:10:57,Downtown,710,1944,0.6348,,Short-term,
2025-09-28 21:10:57,Ronwood,290,678,0.5723,,Short-term,
2025-09-28 21:10:57,Toka Puia,295,420,0.2976,,Short-term,
2025-09-28 21:10:57,Victoria Street,373,895,0.5832,,Short-term,
2025-09-28 22:11:31,Civic,229,928,0.7532,,Short-term,
2025-09-28 22:11:31,Downtown,622,1944,0.68,,Short-term,
2025-09-28 22:11:31,Ronwood,287,678,0.5767,,Short-term,
2025-09-28 22:11:31,Toka Puia,287,420,0.3167,,Short-term,
2025-09-28 22:11:31,Victoria Street,299,895,0.6659,,Short-term,
2025-09-28 23:11:33,Civic,203,928,0.7812,,Short-term,
2025-09-28 23:11:33,Downtown,582,1944,0.7006,,Short-term,
2025-09-28 23:11:33,Ronwood,297,678,0.5619,,Short-term,
2025-09-28 23:11:33,Toka Puia,291,420,0.3071,,Short-term,
2025-09-28 23:11:33,Victoria Street,274,895,0.6939,,Short-term,
2025-09-29 01:01:06,Civic,449,928,0.5162,,Short-term,
2025-09-29 01:01:06,Downtown,579,1944,0.7022,,Short-term,
2025-09-29 01:01:06,Ronwood,303,678,0.5531,,Short-term,
2025-09-29 01:01:06,Toka Puia,289,420,0.3119,,Short-term,
2025-09-29 01:01:06,Victoria Street,290,895,0.676,,Short-term,
2025-09-29 02:59:46,Civic,599,928,0.3545,,Short-term,
2025-09-29 02:59:46,Downtown,817,1944,0.5797,,Short-term,
2025-09-29 02:59:46,Ronwood,340,678,0.4985,,Short-term,
2025-09-29 02:59:46,Toka Puia,307,420,0.269,,Short-term,
2025-09-29 02:59:46,Victoria Street,372,895,0.5844,,Short-term,
2025-09-29 03:38:27,Civic,628,928,0.3233,,Short-term,
2025-09-29 03:38:27,Downtown,918,1944,0.5278,,Short-term,
2025-09-29 03:38:27,Ronwood,385,678,0.4322,,Short-term,
2025-09-29 03:38:27,Toka Puia,331,420,0.2119,,Short-term,
2025-09-29 03:38:27,Victoria Street,422,895,0.5285,,Short-term,
2025-09-29 04:16:18,Civic,650,928,0.2996,,Short-term,
2025-09-29 04:16:18,Downtown,993,1944,0.4892,,Short-term,
2025-09-29 04:16:18,Ronwood,466,678,0.3127,,Short-term,
2025-09-29 04:16:18,Toka Puia,359,420,0.1452,,Short-term,
2025-09-29 04:16:18,Victoria Street,434,895,0.5151,,Short-term,
2025-09-29 05:14:20,Civic,686,928,0.2608,,Short-term,
2025-09-29 05:14:20,Downtown,1058,1944,0.4558,,Short-term,
2025-09-29 05:14:20,Ronwood,506,678,0.2537,,Short-term,
2025-09-29 05:14:20,Toka Puia,380,420,0.0952,,Short-term,
2025-09-29 05:14:20,Victoria Street,449,895,0.4983,,Short-term,
2025-09-29 06:21:08,Civic,704,928,0.2414,,Short-term,
2025-09-29 06:21:08,Downtown,1131,1944,0.4182,,Short-term,
2025-09-29 06:21:08,Ronwood,527,678,0.2227,,Short-term,
2025-09-29 06:21:08,Toka Puia,390,420,0.0714,,Short-term,
2025-09-29 06:21:08,Victoria Street,447,895,0.5006,,Short-term,
2025-09-29 07:14:09,Civic,719,928,0.2252,,Short-term,
2025-09-29 07:14:09,Downtown,1188,1944,0.3889,,Short-term,
2025-09-29 07:14:09,Ronwood,528,678,0.2212,,Short-term,
2025-09-29 07:14:09,Toka Puia,393,420,0.0643,,Short-term,
2025-09-29 07:14:09,Victoria Street,460,895,0.486,,Short-term,
2025-09-29 08:19:35,Civic,735,928,0.208,,Short-term,
2025-09-29 08:19:35,Downtown,1275,1944,0.3441,,Short-term,
2025-09-29 08:19:35,Ronwood,528,678,0.2212,,Short-term,
2025-09-29 08:19:35,Toka Puia,395,420,0.0595,,Short-term,
2025-09-29 08:19:35,Victoria Street,513,895,0.4268,,Short-term,
2025-09-29 09:15:36,Civic,751,928,0.1907,,Short-term,
2025-09-29 09:15:36,Downtown,1343,1944,0.3092,,Short-term,
2025-09-29 09:15:36,Ronwood,528,678,0.2212,,Short-term,
2025-09-29 09:15:36,Toka Puia,395,420,0.0595,,Short-term,
2025-09-29 09:15:36,Victoria Street,549,895,0.3866,,Short-term,
2025-09-29 10:15:17,Civic,760,928,0.181,,Short-term,
2025-09-29 10:15:17,Downtown,1344,1944,0.3086,,Short-term,
2025-09-29 10:15:17,Ronwood,528,678,0.2212,,Short-term,
2025-09-29 10:15:17,Toka Puia,395,420,0.0595,,Short-term,
2025-09-29 10:15:17,Victoria Street,570,895,0.3631,,Short-term,
2025-09-29 11:12:00,Civic,772,928,0.1681,,Short-term,
2025-09-29 11:12:00,Downtown,1344,1944,0.3086,,Short-term,
2025-09-29 11:12:00,Ronwood,528,678,0.2212,,Short-term,
2025-09-29 11:12:00,Toka Puia,395,420,0.0595,,Short-term,
2025-09-29 11:12:00,Victoria Street,574,895,0.3587,,Short-term,
2025-09-29 12:27:23,Civic,774,928,0.1659,,Short-term,
2025-09-29 12:27:23,Downtown,1344,1944,0.3086,,Short-term,
2025-09-29 12:27:23,Ronwood,528,678,0.2212,,Short-term,
2025-09-29 12:27:23,Toka Puia,395,420,0.0595,,Short-term,
2025-09-29 12:27:23,Victoria Street,576,895,0.3564,,Short-term,
2025-09-29 13:25:20,Civic,774,928,0.1659,,Short-term,
2025-09-29 13:25:20,Downtown,1344,1944,0.3086,,Short-term,
2025-09-29 13:25:20,Ronwood,528,678,0.2212,,Short-term,
2025-09-29 13:25:20,Toka Puia,395,420,0.0595,,Short-term,
2025-09-29 13:25:20,Victoria Street,576,895,0.3564,,Short-term,
2025-09-29 14:14:02,Civic,774,928,0.1659,,Short-term,
2025-09-29 14:14:02,Downtown,1344,1944,0.3086,,Short-term,
2025-09-29 14:14:02,Ronwood,528,678,0.2212,,Short-term,
2025-09-29 14:14:02,Toka Puia,395,420,0.0595,,Short-term,
2025-09-29 14:14:02,Victoria Street,576,895,0.3564,,Short-term,
2025-09-29 15:13:45,Civic,774,928,0.1659,,Short-term,
2025-09-29 15:13:45,Downtown,1344,1944,0.3086,,Short-term,
2025-09-29 15:13:45,Ronwood,528,678,0.2212,,Short-term,
2025-09-29 15:13:45,Toka Puia,395,420,0.0595,,Short-term,
2025-09-29 15:13:45,Victoria Street,576,895,0.3564,,Short-term,
2025-09-29 16:13:56,Civic,774,928,0.1659,,Short-term,
2025-09-29 16:13:56,Downtown,1344,1944,0.3086,,Short-term,
2025-09-29 16:13:56,Ronwood,528,678,0.2212,,Short-term,
2025-09-29 16:13:56,Toka Puia,395,420,0.0595,,Short-term,
2025-09-29 16:13:56,Victoria Street,576,895,0.3564,,Short-term,
2025-09-29 17:12:33,Civic,769,928,0.1713,,Short-term,
2025-09-29 17:12:33,Downtown,1310,1944,0.3261,,Short-term,
2025-09-29 17:12:33,Ronwood,522,678,0.2301,,Short-term,
2025-09-29 17:12:33,Toka Puia,391,420,0.069,,Short-term,
2025-09-29 17:12:33,Victoria Street,572,895,0.3609,,Short-term,
2025-09-29 18:19:30,Civic,732,928,0.2112,,Short-term,
2025-09-29 18:19:30,Downtown,1220,1944,0.3724,,Short-term,
2025-09-29 18:19:30,Ronwood,488,678,0.2802,,Short-term,
2025-09-29 18:19:30,Toka Puia,383,420,0.0881,,Short-term,
2025-09-29 18:19:30,Victoria Street,552,895,0.3832,,Short-term,
2025-09-29 19:10:41,Civic,678,928,0.2694,,Short-term,
2025-09-29 19:10:41,Downtown,1084,1944,0.4424,,Short-term,
2025-09-29 19:10:41,Ronwood,394,678,0.4189,,Short-term,
2025-09-29 19:10:41,Toka Puia,336,420,0.2,,Short-term,
2025-09-29 19:10:41,Victoria Street,516,895,0.4235,,Short-term,
2025-09-29 20:13:51,Civic,575,928,0.3804,,Short-term,
2025-09-29 20:13:51,Downtown,820,1944,0.5782,,Short-term,
2025-09-29 20:13:51,Ronwood,260,678,0.6165,,Short-term,
2025-09-29 20:13:51,Toka Puia,296,420,0.2952,,Short-term,
2025-09-29 20:13:51,Victoria Street,470,895,0.4749,,Short-term,
2025-09-29 21:11:35,Civic,462,928,0.5022,,Short-term,
2025-09-29 21:11:35,Downtown,616,1944,0.6831,,Short-term,
2025-09-29 21:11:35,Ronwood,227,678,0.6652,,Short-term,
2025-09-29 21:11:35,Toka Puia,282,420,0.3286,,Short-term,
2025-09-29 21:11:35,Victoria Street,395,895,0.5587,,Short-term,
2025-09-29 22:11:43,Civic,414,928,0.5539,,Short-term,
2025-09-29 22:11:43,Downtown,477,1944,0.7546,,Short-term,
2025-09-29 22:11:43,Ronwood,225,678,0.6681,,Short-term,
2025-09-29 22:11:43,Toka Puia,274,420,0.3476,,Short-term,
2025-09-29 22:11:43,Victoria Street,331,895,0.6302,,Short-term,
2025-09-29 23:11:52,Civic,437,928,0.5291,,Short-term,
2025-09-29 23:11:52,Downtown,420,1944,0.784,,Short-term,
2025-09-29 23:11:52,Ronwood,221,678,0.674,,Short-term,
2025-09-29 23:11:52,Toka Puia,269,420,0.3595,,Short-term,
2025-09-29 23:11:52,Victoria Street,279,895,0.6883,,Short-term,
2025-09-30 01:00:06,Civic,465,928,0.4989,,Short-term,
2025-09-30 01:00:06,Downtown,430,1944,0.7788,,Short-term,
2025-09-30 01:00:06,Ronwood,235,678,0.6534,,Short-term,
2025-09-30 01:00:06,Toka Puia,278,420,0.3381,,Short-term,
2025-09-30 01:00:06,Victoria Street,289,895,0.6771,,Short-term,
2025-09-30 02:22:55,Civic,525,928,0.4343,,Short-term,
2025-09-30 02:22:55,Downtown,622,1944,0.68,,Short-term,
2025-09-30 02:22:55,Ronwood,273,678,0.5973,,Short-term,
2025-09-30 02:22:55,Toka Puia,290,420,0.3095,,Short-term,
2025-09-30 02:22:55,Victoria Street,320,895,0.6425,,Short-term,
2025-09-30 03:27:42,Civic,592,928,0.3621,,Short-term,
2025-09-30 03:27:42,Downtown,806,1944,0.5854,,Short-term,
2025-09-30 03:27:42,Ronwood,352,678,0.4808,,Short-term,
2025-09-30 03:27:42,Toka Puia,318,420,0.2429,,Short-term,
2025-09-30 03:27:42,Victoria Street,399,895,0.5542,,Short-term,
2025-09-30 04:16:00,Civic,643,928,0.3071,,Short-term,
2025-09-30 04:16:00,Downtown,943,1944,0.5149,,Short-term,
2025-09-30 04:16:00,Ronwood,433,678,0.3614,,Short-term,
2025-09-30 04:16:00,Toka Puia,348,420,0.1714,,Short-term,
2025-09-30 04:16:00,Victoria Street,439,895,0.5095,,Short-term,
2025-09-30 05:13:30,Civic,688,928,0.2586,,Short-term,
2025-09-30 05:13:30,Downtown,1042,1944,0.464,,Short-term,
2025-09-30 05:13:30,Ronwood,484,678,0.2861,,Short-term,
2025-09-30 05:13:30,Toka Puia,373,420,0.1119,,Short-term,
2025-09-30 05:13:30,Victoria Street,432,895,0.5173,,Short-term,
2025-09-30 06:20:48,Civic,696,928,0.25,,Short-term,
2025-09-30 06:20:48,Downtown,1099,1944,0.4347,,Short-term,
2025-09-30 06:20:48,Ronwood,514,678,0.2419,,Short-term,
2025-09-30 06:20:48,Toka Puia,390,420,0.0714,,Short-term,
2025-09-30 06:20:48,Victoria Street,435,895,0.514,,Short-term,
2025-09-30 07:14:02,Civic,696,928,0.25,,Short-term,
2025-09-30 07:14:02,Downtown,1174,1944,0.3961,,Short-term,
2025-09-30 07:14:02,Ronwood,522,678,0.2301,,Short-term,
2025-09-30 07:14:02,Toka Puia,391,420,0.069,,Short-term,
2025-09-30 07:14:02,Victoria Street,443,895,0.505,,Short-term,
2025-09-30 08:19:23,Civic,718,928,0.2263,,Short-term,
2025-09-30 08:19:23,Downtown,1267,1944,0.3483,,Short-term,
2025-09-30 08:19:23,Ronwood,524,678,0.2271,,Short-term,
2025-09-30 08:19:23,Toka Puia,394,420,0.0619,,Short-term,
2025-09-30 08:19:23,Victoria Street,513,895,0.4268,,Short-term,
2025-09-30 09:14:07,Civic,740,928,0.2026,,Short-term,
2025-09-30 09:14:07,Downtown,1331,1944,0.3153,,Short-term,
2025-09-30 09:14:07,Ronwood,524,678,0.2271,,Short-term,
2025-09-30 09:14:07,Toka Puia,395,420,0.0595,,Short-term,
2025-09-30 09:14:07,Victoria Street,559,895,0.3754,,Short-term,
2025-09-30 10:13:56,Civic,749,928,0.1929,,Short-term,
2025-09-30 10:13:56,Downtown,1343,1944,0.3092,,Short-term,
2025-09-30 10:13:56,Ronwood,524,678,0.2271,,Short-term,
2025-09-30 10:13:56,Toka Puia,395,420,0.0595,,Short-term,
2025-09-30 10:13:56,Victoria Street,594,895,0.3363,,Short-term,
2025-09-30 11:11:59,Civic,777,928,0.1627,,Short-term,
2025-09-30 11:11:59,Downtown,1344,1944,0.3086,,Short-term,
2025-09-30 11:11:59,Ronwood,524,678,0.2271,,Short-term,
2025-09-30 11:11:59,Toka Puia,395,420,0.0595,,Short-term,
2025-09-30 11:11:59,Victoria Street,595,895,0.3352,,Short-term,
2025-09-30 12:27:11,Civic,776,928,0.1638,,Short-term,
2025-09-30 12:27:11,Downtown,1344,1944,0.3086,,Short-term,
2025-09-30 12:27:11,Ronwood,524,678,0.2271,,Short-term,
2025-09-30 12:27:11,Toka Puia,395,420,0.0595,,Short-term,
2025-09-30 12:27:11,Victoria Street,595,895,0.3352,,Short-term,
2025-09-30 13:24:58,Civic,776,928,0.1638,,Short-term,
2025-09-30 13:24:58,Downtown,1344,1944,0.3086,,Short-term,
2025-09-30 13:24:58,Ronwood,524,678,0.2271,,Short-term,
2025-09-30 13:24:58,Toka Puia,395,420,0.0595,,Short-term,
2025-09-30 13:24:58,Victoria Street,595,895,0.3352,,Short-term,
2025-09-30 14:13:39,Civic,776,928,0.1638,,Short-term,
2025-09-30 14:13:39,Downtown,1344,1944,0.3086,,Short-term,
2025-09-30 14:13:39,Ronwood,524,678,0.2271,,Short-term,
2025-09-30 14:13:39,Toka Puia,395,420,0.0595,,Short-term,
2025-09-30 14:13:39,Victoria Street,595,895,0.3352,,Short-term,
2025-09-30 15:12:00,Civic,776,928,0.1638,,Short-term,
2025-09-30 15:12:00,Downtown,1344,1944,0.3086,,Short-term,
2025-09-30 15:12:00,Ronwood,524,678,0.2271,,Short-term,
2025-09-30 15:12:00,Toka Puia,395,420,0.0595,,Short-term,
2025-09-30 15:12:00,Victoria Street,595,895,0.3352,,Short-term,
2025-09-30 16:16:38,Civic,776,928,0.1638,,Short-term,
2025-09-30 16:16:38,Downtown,1344,1944,0.3086,,Short-term,
2025-09-30 16:16:38,Ronwood,524,678,0.2271,,Short-term,
2025-09-30 16:16:38,Toka Puia,395,420,0.0595,,Short-term,
2025-09-30 16:16:38,Victoria Street,595,895,0.3352,,Short-term,
2025-09-30 17:12:03,Civic,770,928,0.1703,,Short-term,
2025-09-30 17:12:03,Downtown,1314,1944,0.3241,,Short-term,
2025-09-30 17:12:03,Ronwood,524,678,0.2271,,Short-term,
2025-09-30 17:12:03,Toka Puia,391,420,0.069,,Short-term,
2025-09-30 17:12:03,Victoria Street,593,895,0.3374,,Short-term,
2025-09-30 18:17:45,Civic,748,928,0.194,,Short-term,
2025-09-30 18:17:45,Downtown,1223,1944,0.3709,,Short-term,
2025-09-30 18:17:45,Ronwood,491,678,0.2758,,Short-term,
2025-09-30 18:17:45,Toka Puia,380,420,0.0952,,Short-term,
2025-09-30 18:17:45,Victoria Street,571,895,0.362,,Short-term,
2025-09-30 19:10:20,Civic,679,928,0.2683,,Short-term,
2025-09-30 19:10:20,Downtown,1069,1944,0.4501,,Short-term,
2025-09-30 19:10:20,Ronwood,384,678,0.4336,,Short-term,
2025-09-30 19:10:20,Toka Puia,342,420,0.1857,,Short-term,
2025-09-30 19:10:20,Victoria Street,537,895,0.4,,Short-term,
2025-09-30 20:14:10,Civic,577,928,0.3782,,Short-term,
2025-09-30 20:14:10,Downtown,822,1944,0.5772,,Short-term,
2025-09-30 20:14:10,Ronwood,259,678,0.618,,Short-term,
2025-09-30 20:14:10,Toka Puia,300,420,0.2857,,Short-term,
2025-09-30 20:14:10,Victoria Street,462,895,0.4838,,Short-term,
2025-09-30 21:11:40,Civic,475,928,0.4881,,Short-term,
2025-09-30 21:11:40,Downtown,582,1944,0.7006,,Short-term,
2025-09-30 21:11:40,Ronwood,229,678,0.6622,,Short-term,
2025-09-30 21:11:40,Toka Puia,266,420,0.3667,,Short-term,
2025-09-30 21:11:40,Victoria Street,402,895,0.5508,,Short-term,
2025-09-30 22:12:16,Civic,438,928,0.528,,Short-term,
2025-09-30 22:12:16,Downtown,452,1944,0.7675,,Short-term,
2025-09-30 22:12:16,Ronwood,213,678,0.6858,,Short-term,
2025-09-30 22:12:16,Toka Puia,260,420,0.381,,Short-term,
2025-09-30 22:12:16,Victoria Street,339,895,0.6212,,Short-term,
2025-09-30 23:11:45,Civic,400,928,0.569,,Short-term,
2025-09-30 23:11:45,Downtown,382,1944,0.8035,,Short-term,
2025-09-30 23:11:45,Ronwood,207,678,0.6947,,Short-term,
2025-09-30 23:11:45,Toka Puia,258,420,0.3857,,Short-term,
2025-09-30 23:11:45,Victoria Street,298,895,0.667,,Short-term,
2025-10-01 01:06:38,Civic,406,928,0.5625,,Short-term,
2025-10-01 01:06:38,Downtown,415,1944,0.7865,,Short-term,
2025-10-01 01:06:38,Ronwood,225,678,0.6681,,Short-term,
2025-10-01 01:06:38,Toka Puia,261,420,0.3786,,Short-term,
2025-10-01 01:06:38,Victoria Street,302,895,0.6626,,Short-term,
2025-10-01 03:06:24,Civic,536,928,0.4224,,Short-term,
2025-10-01 03:06:24,Downtown,690,1944,0.6451,,Short-term,
2025-10-01 03:06:24,Ronwood,307,678,0.5472,,Short-term,
2025-10-01 03:06:24,Toka Puia,297,420,0.2929,,Short-term,
2025-10-01 03:06:24,Victoria Street,358,895,0.6,,Short-term,
2025-10-01 04:16:01,Civic,559,928,0.3976,,Short-term,
2025-10-01 04:16:01,Downtown,881,1944,0.5468,,Short-term,
2025-10-01 04:16:01,Ronwood,437,678,0.3555,,Short-term,
2025-10-01 04:16:01,Toka Puia,359,420,0.1452,,Short-term,
2025-10-01 04:16:01,Victoria Street,425,895,0.5251,,Short-term,
2025-10-01 05:13:19,Civic,499,928,0.4623,,Short-term,
2025-10-01 05:13:19,Downtown,985,1944,0.4933,,Short-term,
2025-10-01 05:13:19,Ronwood,485,678,0.2847,,Short-term,
2025-10-01 05:13:19,Toka Puia,379,420,0.0976,,Short-term,
2025-10-01 05:13:19,Victoria Street,430,895,0.5196,,Short-term,
2025-10-01 06:20:08,Civic,366,928,0.6056,,Short-term,
2025-10-01 06:20:08,Downtown,989,1944,0.4913,,Short-term,
2025-10-01 06:20:08,Ronwood,511,678,0.2463,,Short-term,
2025-10-01 06:20:08,Toka Puia,389,420,0.0738,,Short-term,
2025-10-01 06:20:08,Victoria Street,426,895,0.524,,Short-term,
2025-10-01 07:13:42,Civic,380,928,0.5905,,Short-term,
2025-10-01 07:13:42,Downtown,1063,1944,0.4532,,Short-term,
2025-10-01 07:13:42,Ronwood,519,678,0.2345,,Short-term,
2025-10-01 07:13:42,Toka Puia,392,420,0.0667,,Short-term,
2025-10-01 07:13:42,Victoria Street,452,895,0.495,,Short-term,
2025-10-01 08:18:21,Civic,457,928,0.5075,,Short-term,
2025-10-01 08:18:21,Downtown,1186,1944,0.3899,,Short-term,
2025-10-01 08:18:21,Ronwood,523,678,0.2286,,Short-term,
2025-10-01 08:18:21,Toka Puia,394,420,0.0619,,Short-term,
