timestamp_utc,carpark,available_spaces,total_spaces,occupancy,status,parking_option,source_last_updated
2025-09-24 08:18:07,Toka Puia,389,420,0.0738,,Short-term,
2025-09-24 08:18:07,Victoria Street,459,895,0.4872,,Short-term,
2025-09-24 09:14:37,Civic,527,928,0.4321,,Short-term,
2025-09-24 09:14:37,Downtown,1175,1944,0.3956,,Short-term,
2025-09-24 09:14:37,Ronwood,512,678,0.2448,,Short-term,
2025-09-24 09:14:37,Toka Puia,395,420,0.0595,,Short-term,
2025-09-24 09:14:37,Victoria Street,509,895,0.4313,,Short-term,
2025-09-24 10:13:53,Civic,677,928,0.2705,,Short-term,
2025-09-24 10:13:53,Downtown,1289,1944,0.3369,,Short-term,
2025-09-24 10:13:53,Ronwood,512,678,0.2448,,Short-term,
2025-09-24 10:13:53,Toka Puia,395,420,0.0595,,Short-term,
2025-09-24 10:13:53,Victoria Street,560,895,0.3743,,Short-term,
2025-09-24 11:11:07,Civic,735,928,0.208,,Short-term,
2025-09-24 11:11:07,Downtown,1326,1944,0.3179,,Short-term,
2025-09-24 11:11:07,Ronwood,512,678,0.2448,,Short-term,
2025-09-24 11:11:07,Toka Puia,395,420,0.0595,,Short-term,
2025-09-24 11:11:07,Victoria Street,577,895,0.3553,,Short-term,
2025-09-24 12:26:27,Civic,771,928,0.1692,,Short-term,
2025-09-24 12:26:27,Downtown,1338,1944,0.3117,,Short-term,
2025-09-24 12:26:27,Ronwood,512,678,0.2448,,Short-term,
2025-09-24 12:26:27,Toka Puia,395,420,0.0595,,Short-term,
2025-09-24 12:26:27,Victoria Street,588,895,0.343,,Short-term,
2025-09-24 13:23:37,Civic,774,928,0.1659,,Short-term,
2025-09-24 13:23:37,Downtown,1339,1944,0.3112,,Short-term,
2025-09-24 13:23:37,Ronwood,512,678,0.2448,,Short-term,
2025-09-24 13:23:37,Toka Puia,395,420,0.0595,,Short-term,
2025-09-24 13:23:37,Victoria Street,590,895,0.3408,,Short-term,
2025-09-24 14:11:49,Civic,774,928,0.1659,,Short-term,
2025-09-24 14:11:49,Downtown,1339,1944,0.3112,,Short-term,
2025-09-24 14:11:49,Ronwood,512,678,0.2448,,Short-term,
2025-09-24 14:11:49,Toka Puia,395,420,0.0595,,Short-term,
2025-09-24 14:11:49,Victoria Street,590,895,0.3408,,Short-term,
2025-09-24 15:13:56,Civic,774,928,0.1659,,Short-term,
2025-09-24 15:13:56,Downtown,1339,1944,0.3112,,Short-term,
2025-09-24 15:13:56,Ronwood,512,678,0.2448,,Short-term,
2025-09-24 15:13:56,Toka Puia,395,420,0.0595,,Short-term,
2025-09-24 15:13:56,Victoria Street,590,895,0.3408,,Short-term,
2025-09-24 16:16:49,Civic,774,928,0.1659,,Short-term,
2025-09-24 16:16:49,Downtown,1339,1944,0.3112,,Short-term,
2025-09-24 16:16:49,Ronwood,512,678,0.2448,,Short-term,
2025-09-24 16:16:49,Toka Puia,395,420,0.0595,,Short-term,
2025-09-24 16:16:49,Victoria Street,590,895,0.3408,,Short-term,
2025-09-24 17:12:05,Civic,774,928,0.1659,,Short-term,
2025-09-24 17:12:05,Downtown,1339,1944,0.3112,,Short-term,
2025-09-24 17:12:05,Ronwood,512,678,0.2448,,Short-term,
2025-09-24 17:12:05,Toka Puia,395,420,0.0595,,Short-term,
2025-09-24 17:12:05,Victoria Street,590,895,0.3408,,Short-term,
2025-09-24 18:18:44,Civic,768,928,0.1724,,Short-term,
2025-09-24 18:18:44,Downtown,1302,1944,0.3302,,Short-term,
2025-09-24 18:18:44,Ronwood,510,678,0.2478,,Short-term,
2025-09-24 18:18:44,Toka Puia,391,420,0.069,,Short-term,
2025-09-24 18:18:44,Victoria Street,586,895,0.3453,,Short-term,
2025-09-24 19:10:42,Civic,728,928,0.2155,,Short-term,
2025-09-24 19:10:42,Downtown,1222,1944,0.3714,,Short-term,
2025-09-24 19:10:42,Ronwood,497,678,0.267,,Short-term,
2025-09-24 19:10:42,Toka Puia,387,420,0.0786,,Short-term,
2025-09-24 19:10:42,Victoria Street,570,895,0.3631,,Short-term,
2025-09-24 20:14:42,Civic,668,928,0.2802,,Short-term,
2025-09-24 20:14:42,Downtown,1043,1944,0.4635,,Short-term,
2025-09-24 20:14:42,Ronwood,395,678,0.4174,,Short-term,
2025-09-24 20:14:42,Toka Puia,351,420,0.1643,,Short-term,
2025-09-24 20:14:42,Victoria Street,527,895,0.4112,,Short-term,
2025-09-24 21:11:34,Civic,587,928,0.3675,,Short-term,
2025-09-24 21:11:34,Downtown,779,1944,0.5993,,Short-term,
2025-09-24 21:11:34,Ronwood,291,678,0.5708,,Short-term,
2025-09-24 21:11:34,Toka Puia,321,420,0.2357,,Short-term,
2025-09-24 21:11:34,Victoria Street,473,895,0.4715,,Short-term,
2025-09-24 22:13:08,Civic,453,928,0.5119,,Short-term,
2025-09-24 22:13:08,Downtown,549,1944,0.7176,,Short-term,
2025-09-24 22:13:08,Ronwood,269,678,0.6032,,Short-term,
2025-09-24 22:13:08,Toka Puia,299,420,0.2881,,Short-term,
2025-09-24 22:13:08,Victoria Street,378,895,0.5777,,Short-term,
2025-09-24 23:12:16,Civic,377,928,0.5938,,Short-term,
2025-09-24 23:12:16,Downtown,455,1944,0.7659,,Short-term,
2025-09-24 23:12:16,Ronwood,268,678,0.6047,,Short-term,
2025-09-24 23:12:16,Toka Puia,294,420,0.3,,Short-term,
2025-09-24 23:12:16,Victoria Street,301,895,0.6637,,Short-term,
2025-09-25 00:59:44,Civic,384,928,0.5862,,Short-term,
2025-09-25 00:59:44,Downtown,334,1944,0.8282,,Short-term,
2025-09-25 00:59:44,Ronwood,255,678,0.6239,,Short-term,
2025-09-25 00:59:44,Toka Puia,300,420,0.2857,,Short-term,
2025-09-25 00:59:44,Victoria Street,266,895,0.7028,,Short-term,
2025-09-25 02:25:18,Civic,421,928,0.5463,,Short-term,
2025-09-25 02:25:18,Downtown,409,1944,0.7896,,Short-term,
2025-09-25 02:25:18,Ronwood,262,678,0.6136,,Short-term,
2025-09-25 02:25:18,Toka Puia,301,420,0.2833,,Short-term,
2025-09-25 02:25:18,Victoria Street,287,895,0.6793,,Short-term,
2025-09-25 03:30:59,Civic,508,928,0.4526,,Short-term,
2025-09-25 03:30:59,Downtown,577,1944,0.7032,,Short-term,
2025-09-25 03:30:59,Ronwood,297,678,0.5619,,Short-term,
2025-09-25 03:30:59,Toka Puia,304,420,0.2762,,Short-term,
2025-09-25 03:30:59,Victoria Street,348,895,0.6112,,Short-term,
2025-09-25 04:15:57,Civic,561,928,0.3955,,Short-term,
2025-09-25 04:15:57,Downtown,717,1944,0.6312,,Short-term,
2025-09-25 04:15:57,Ronwood,337,678,0.5029,,Short-term,
2025-09-25 04:15:57,Toka Puia,322,420,0.2333,,Short-term,
2025-09-25 04:15:57,Victoria Street,401,895,0.552,,Short-term,
2025-09-25 05:13:19,Civic,597,928,0.3567,,Short-term,
2025-09-25 05:13:19,Downtown,856,1944,0.5597,,Short-term,
2025-09-25 05:13:19,Ronwood,428,678,0.3687,,Short-term,
2025-09-25 05:13:19,Toka Puia,359,420,0.1452,,Short-term,
2025-09-25 05:13:19,Victoria Street,453,895,0.4939,,Short-term,
2025-09-25 06:20:45,Civic,428,928,0.5388,,Short-term,
2025-09-25 06:20:45,Downtown,913,1944,0.5303,,Short-term,
2025-09-25 06:20:45,Ronwood,497,678,0.267,,Short-term,
2025-09-25 06:20:45,Toka Puia,378,420,0.1,,Short-term,
2025-09-25 06:20:45,Victoria Street,431,895,0.5184,,Short-term,
2025-09-25 07:13:48,Civic,163,928,0.8244,,Short-term,
2025-09-25 07:13:48,Downtown,935,1944,0.519,,Short-term,
2025-09-25 07:13:48,Ronwood,512,678,0.2448,,Short-term,
2025-09-25 07:13:48,Toka Puia,388,420,0.0762,,Short-term,
2025-09-25 07:13:48,Victoria Street,411,895,0.5408,,Short-term,
2025-09-25 08:17:58,Civic,137,928,0.8524,,Short-term,
2025-09-25 08:17:58,Downtown,1031,1944,0.4697,,Short-term,
2025-09-25 08:17:58,Ronwood,519,678,0.2345,,Short-term,
2025-09-25 08:17:58,Toka Puia,395,420,0.0595,,Short-term,
2025-09-25 08:17:58,Victoria Street,443,895,0.505,,Short-term,
2025-09-25 09:14:07,Civic,214,928,0.7694,,Short-term,
2025-09-25 09:14:07,Downtown,1136,1944,0.4156,,Short-term,
2025-09-25 09:14:07,Ronwood,519,678,0.2345,,Short-term,
2025-09-25 09:14:07,Toka Puia,395,420,0.0595,,Short-term,
2025-09-25 09:14:07,Victoria Street,510,895,0.4302,,Short-term,
2025-09-25 10:14:07,Civic,602,928,0.3513,,Short-term,
2025-09-25 10:14:07,Downtown,1248,1944,0.358,,Short-term,
2025-09-25 10:14:07,Ronwood,520,678,0.233,,Short-term,
2025-09-25 10:14:07,Toka Puia,395,420,0.0595,,Short-term,
2025-09-25 10:14:07,Victoria Street,583,895,0.3486,,Short-term,
2025-09-25 11:12:26,Civic,721,928,0.2231,,Short-term,
2025-09-25 11:12:26,Downtown,1301,1944,0.3308,,Short-term,
2025-09-25 11:12:26,Ronwood,520,678,0.233,,Short-term,
2025-09-25 11:12:26,Toka Puia,395,420,0.0595,,Short-term,
2025-09-25 11:12:26,Victoria Street,595,895,0.3352,,Short-term,
2025-09-25 12:27:09,Civic,762,928,0.1789,,Short-term,
2025-09-25 12:27:09,Downtown,1332,1944,0.3148,,Short-term,
2025-09-25 12:27:09,Ronwood,520,678,0.233,,Short-term,
2025-09-25 12:27:09,Toka Puia,395,420,0.0595,,Short-term,
2025-09-25 12:27:09,Victoria Street,595,895,0.3352,,Short-term,
2025-09-25 13:24:52,Civic,764,928,0.1767,,Short-term,
2025-09-25 13:24:52,Downtown,1341,1944,0.3102,,Short-term,
2025-09-25 13:24:52,Ronwood,520,678,0.233,,Short-term,
2025-09-25 13:24:52,Toka Puia,395,420,0.0595,,Short-term,
2025-09-25 13:24:52,Victoria Street,595,895,0.3352,,Short-term,
2025-09-25 14:13:49,Civic,764,928,0.1767,,Short-term,
2025-09-25 14:13:49,Downtown,1342,1944,0.3097,,Short-term,
2025-09-25 14:13:49,Ronwood,520,678,0.233,,Short-term,
2025-09-25 14:13:49,Toka Puia,395,420,0.0595,,Short-term,
2025-09-25 14:13:49,Victoria Street,595,895,0.3352,,Short-term,
2025-09-25 15:14:24,Civic,764,928,0.1767,,Short-term,
2025-09-25 15:14:24,Downtown,1344,1944,0.3086,,Short-term,
2025-09-25 15:14:24,Ronwood,520,678,0.233,,Short-term,
2025-09-25 15:14:24,Toka Puia,395,420,0.0595,,Short-term,
2025-09-25 15:14:24,Victoria Street,595,895,0.3352,,Short-term,
2025-09-25 16:16:01,Civic,764,928,0.1767,,Short-term,
2025-09-25 16:16:01,Downtown,1344,1944,0.3086,,Short-term,
2025-09-25 16:16:01,Ronwood,520,678,0.233,,Short-term,
2025-09-25 16:16:01,Toka Puia,395,420,0.0595,,Short-term,
2025-09-25 16:16:01,Victoria Street,595,895,0.3352,,Short-term,
2025-09-25 17:11:51,Civic,764,928,0.1767,,Short-term,
2025-09-25 17:11:51,Downtown,1344,1944,0.3086,,Short-term,
2025-09-25 17:11:51,Ronwood,520,678,0.233,,Short-term,
2025-09-25 17:11:51,Toka Puia,395,420,0.0595,,Short-term,
2025-09-25 17:11:51,Victoria Street,595,895,0.3352,,Short-term,
2025-09-25 18:19:33,Civic,761,928,0.18,,Short-term,
2025-09-25 18:19:33,Downtown,1314,1944,0.3241,,Short-term,
2025-09-25 18:19:33,Ronwood,515,678,0.2404,,Short-term,
2025-09-25 18:19:33,Toka Puia,390,420,0.0714,,Short-term,
2025-09-25 18:19:33,Victoria Street,588,895,0.343,,Short-term,
2025-09-25 19:10:52,Civic,738,928,0.2047,,Short-term,
2025-09-25 19:10:52,Downtown,1245,1944,0.3596,,Short-term,
2025-09-25 19:10:52,Ronwood,505,678,0.2552,,Short-term,
2025-09-25 19:10:52,Toka Puia,388,420,0.0762,,Short-term,
2025-09-25 19:10:52,Victoria Street,574,895,0.3587,,Short-term,
2025-09-25 20:14:45,Civic,694,928,0.2522,,Short-term,
2025-09-25 20:14:45,Downtown,1071,1944,0.4491,,Short-term,
2025-09-25 20:14:45,Ronwood,435,678,0.3584,,Short-term,
2025-09-25 20:14:45,Toka Puia,347,420,0.1738,,Short-term,
2025-09-25 20:14:45,Victoria Street,525,895,0.4134,,Short-term,
2025-09-25 21:11:42,Civic,643,928,0.3071,,Short-term,
2025-09-25 21:11:42,Downtown,869,1944,0.553,,Short-term,
2025-09-25 21:11:42,Ronwood,367,678,0.4587,,Short-term,
2025-09-25 21:11:42,Toka Puia,323,420,0.231,,Short-term,
2025-09-25 21:11:42,Victoria Street,472,895,0.4726,,Short-term,
2025-09-25 22:10:41,Civic,564,928,0.3922,,Short-term,
2025-09-25 22:10:41,Downtown,711,1944,0.6343,,Short-term,
2025-09-25 22:10:41,Ronwood,357,678,0.4735,,Short-term,
2025-09-25 22:10:41,Toka Puia,306,420,0.2714,,Short-term,
2025-09-25 22:10:41,Victoria Street,379,895,0.5765,,Short-term,
2025-09-25 23:11:41,Civic,490,928,0.472,,Short-term,
2025-09-25 23:11:41,Downtown,613,1944,0.6847,,Short-term,
2025-09-25 23:11:41,Ronwood,355,678,0.4764,,Short-term,
2025-09-25 23:11:41,Toka Puia,311,420,0.2595,,Short-term,
2025-09-25 23:11:41,Victoria Street,315,895,0.648,,Short-term,
2025-09-26 00:59:21,Civic,405,928,0.5636,,Short-term,
2025-09-26 00:59:21,Downtown,485,1944,0.7505,,Short-term,
2025-09-26 00:59:21,Ronwood,359,678,0.4705,,Short-term,
2025-09-26 00:59:21,Toka Puia,307,420,0.269,,Short-term,
2025-09-26 00:59:21,Victoria Street,223,895,0.7508,,Short-term,
2025-09-26 02:23:40,Civic,375,928,0.5959,,Short-term,
2025-09-26 02:23:40,Downtown,567,1944,0.7083,,Short-term,
2025-09-26 02:23:40,Ronwood,356,678,0.4749,,Short-term,
2025-09-26 02:23:40,Toka Puia,312,420,0.2571,,Short-term,
2025-09-26 02:23:40,Victoria Street,285,895,0.6816,,Short-term,
2025-09-26 03:28:20,Civic,419,928,0.5485,,Short-term,
2025-09-26 03:28:20,Downtown,698,1944,0.6409,,Short-term,
2025-09-26 03:28:20,Ronwood,363,678,0.4646,,Short-term,
2025-09-26 03:28:20,Toka Puia,322,420,0.2333,,Short-term,
2025-09-26 03:28:20,Victoria Street,349,895,0.6101,,Short-term,
2025-09-26 04:15:40,Civic,462,928,0.5022,,Short-term,
2025-09-26 04:15:40,Downtown,787,1944,0.5952,,Short-term,
2025-09-26 04:15:40,Ronwood,392,678,0.4218,,Short-term,
2025-09-26 04:15:40,Toka Puia,335,420,0.2024,,Short-term,
2025-09-26 04:15:40,Victoria Street,392,895,0.562,,Short-term,
2025-09-26 05:12:59,Civic,534,928,0.4246,,Short-term,
2025-09-26 05:12:59,Downtown,825,1944,0.5756,,Short-term,
2025-09-26 05:12:59,Ronwood,462,678,0.3186,,Short-term,
2025-09-26 05:12:59,Toka Puia,365,420,0.131,,Short-term,
2025-09-26 05:12:59,Victoria Street,443,895,0.505,,Short-term,
2025-09-26 06:19:47,Civic,449,928,0.5162,,Short-term,
2025-09-26 06:19:47,Downtown,835,1944,0.5705,,Short-term,
2025-09-26 06:19:47,Ronwood,507,678,0.2522,,Short-term,
2025-09-26 06:19:47,Toka Puia,379,420,0.0976,,Short-term,
2025-09-26 06:19:47,Victoria Street,402,895,0.5508,,Short-term,
2025-09-26 07:13:16,Civic,363,928,0.6088,,Short-term,
2025-09-26 07:13:16,Downtown,766,1944,0.606,,Short-term,
2025-09-26 07:13:16,Ronwood,521,678,0.2316,,Short-term,
2025-09-26 07:13:16,Toka Puia,384,420,0.0857,,Short-term,
2025-09-26 07:13:16,Victoria Street,530,895,0.4078,,Short-term,
2025-09-26 08:19:21,Civic,337,928,0.6369,,Short-term,
2025-09-26 08:19:21,Downtown,791,1944,0.5931,,Short-term,
2025-09-26 08:19:21,Ronwood,521,678,0.2316,,Short-term,
2025-09-26 08:19:21,Toka Puia,390,420,0.0714,,Short-term,
2025-09-26 08:19:21,Victoria Street,523,895,0.4156,,Short-term,
2025-09-26 09:14:29,Civic,359,928,0.6131,,Short-term,
2025-09-26 09:14:29,Downtown,887,1944,0.5437,,Short-term,
2025-09-26 09:14:29,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 09:14:29,Toka Puia,390,420,0.0714,,Short-term,
2025-09-26 09:14:29,Victoria Street,571,895,0.362,,Short-term,
2025-09-26 10:13:47,Civic,507,928,0.4537,,Short-term,
2025-09-26 10:13:47,Downtown,972,1944,0.5,,Short-term,
2025-09-26 10:13:47,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 10:13:47,Toka Puia,395,420,0.0595,,Short-term,
2025-09-26 10:13:47,Victoria Street,675,895,0.2458,,Short-term,
2025-09-26 11:11:04,Civic,614,928,0.3384,,Short-term,
2025-09-26 11:11:04,Downtown,1059,1944,0.4552,,Short-term,
2025-09-26 11:11:04,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 11:11:04,Toka Puia,395,420,0.0595,,Short-term,
2025-09-26 11:11:04,Victoria Street,731,895,0.1832,,Short-term,
2025-09-26 12:25:59,Civic,728,928,0.2155,,Short-term,
2025-09-26 12:25:59,Downtown,1132,1944,0.4177,,Short-term,
2025-09-26 12:25:59,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 12:25:59,Toka Puia,395,420,0.0595,,Short-term,
2025-09-26 12:25:59,Victoria Street,795,895,0.1117,,Short-term,
2025-09-26 13:22:40,Civic,735,928,0.208,,Short-term,
2025-09-26 13:22:40,Downtown,1160,1944,0.4033,,Short-term,
2025-09-26 13:22:40,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 13:22:40,Toka Puia,395,420,0.0595,,Short-term,
2025-09-26 13:22:40,Victoria Street,795,895,0.1117,,Short-term,
2025-09-26 14:12:16,Civic,735,928,0.208,,Short-term,
2025-09-26 14:12:16,Downtown,1192,1944,0.3868,,Short-term,
2025-09-26 14:12:16,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 14:12:16,Toka Puia,395,420,0.0595,,Short-term,
2025-09-26 14:12:16,Victoria Street,795,895,0.1117,,Short-term,
2025-09-26 15:13:55,Civic,736,928,0.2069,,Short-term,
2025-09-26 15:13:55,Downtown,1210,1944,0.3776,,Short-term,
2025-09-26 15:13:55,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 15:13:55,Toka Puia,395,420,0.0595,,Short-term,
2025-09-26 15:13:55,Victoria Street,795,895,0.1117,,Short-term,
2025-09-26 16:15:48,Civic,736,928,0.2069,,Short-term,
2025-09-26 16:15:48,Downtown,1232,1944,0.3663,,Short-term,
2025-09-26 16:15:48,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 16:15:48,Toka Puia,395,420,0.0595,,Short-term,
2025-09-26 16:15:48,Victoria Street,795,895,0.1117,,Short-term,
2025-09-26 17:11:30,Civic,736,928,0.2069,,Short-term,
2025-09-26 17:11:30,Downtown,1239,1944,0.3627,,Short-term,
2025-09-26 17:11:30,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 17:11:30,Toka Puia,395,420,0.0595,,Short-term,
2025-09-26 17:11:30,Victoria Street,795,895,0.1117,,Short-term,
2025-09-26 18:16:47,Civic,732,928,0.2112,,Short-term,
2025-09-26 18:16:47,Downtown,1232,1944,0.3663,,Short-term,
2025-09-26 18:16:47,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 18:16:47,Toka Puia,395,420,0.0595,,Short-term,
2025-09-26 18:16:47,Victoria Street,795,895,0.1117,,Short-term,
2025-09-26 19:10:05,Civic,731,928,0.2123,,Short-term,
2025-09-26 19:10:05,Downtown,1196,1944,0.3848,,Short-term,
2025-09-26 19:10:05,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 19:10:05,Toka Puia,393,420,0.0643,,Short-term,
2025-09-26 19:10:05,Victoria Street,788,895,0.1196,,Short-term,
2025-09-26 20:13:54,Civic,722,928,0.222,,Short-term,
2025-09-26 20:13:54,Downtown,1158,1944,0.4043,,Short-term,
2025-09-26 20:13:54,Ronwood,521,678,0.2316,,Short-term,
2025-09-26 20:13:54,Toka Puia,374,420,0.1095,,Short-term,
2025-09-26 20:13:54,Victoria Street,767,895,0.143,,Short-term,
2025-09-26 21:11:08,Civic,695,928,0.2511,,Short-term,
2025-09-26 21:11:08,Downtown,1056,1944,0.4568,,Short-term,
2025-09-26 21:11:08,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 21:11:08,Toka Puia,350,420,0.1667,,Short-term,
2025-09-26 21:11:08,Victoria Street,721,895,0.1944,,Short-term,
2025-09-26 22:11:38,Civic,595,928,0.3588,,Short-term,
2025-09-26 22:11:38,Downtown,856,1944,0.5597,,Short-term,
2025-09-26 22:11:38,Ronwood,522,678,0.2301,,Short-term,
2025-09-26 22:11:38,Toka Puia,316,420,0.2476,,Short-term,
2025-09-26 22:11:38,Victoria Street,621,895,0.3061,,Short-term,
2025-09-26 23:11:44,Civic,514,928,0.4461,,Short-term,
2025-09-26 23:11:44,Downtown,673,1944,0.6538,,Short-term,
2025-09-26 23:11:44,Ronwood,524,678,0.2271,,Short-term,
2025-09-26 23:11:44,Toka Puia,291,420,0.3071,,Short-term,
2025-09-26 23:11:44,Victoria Street,497,895,0.4447,,Short-term,
2025-09-27 00:57:09,Civic,380,928,0.5905,,Short-term,
2025-09-27 00:57:09,Downtown,362,1944,0.8138,,Short-term,
2025-09-27 00:57:09,Ronwood,524,678,0.2271,,Short-term,
2025-09-27 00:57:09,Toka Puia,287,420,0.3167,,Short-term,
2025-09-27 00:57:09,Victoria Street,329,895,0.6324,,Short-term,
2025-09-27 02:16:18,Civic,218,928,0.7651,,Short-term,
2025-09-27 02:16:18,Downtown,336,1944,0.8272,,Short-term,
2025-09-27 02:16:18,Ronwood,523,678,0.2286,,Short-term,
2025-09-27 02:16:18,Toka Puia,305,420,0.2738,,Short-term,
2025-09-27 02:16:18,Victoria Street,314,895,0.6492,,Short-term,
2025-09-27 03:22:52,Civic,235,928,0.7468,,Short-term,
2025-09-27 03:22:52,Downtown,397,1944,0.7958,,Short-term,
2025-09-27 03:22:52,Ronwood,523,678,0.2286,,Short-term,
2025-09-27 03:22:52,Toka Puia,321,420,0.2357,,Short-term,
2025-09-27 03:22:52,Victoria Street,381,895,0.5743,,Short-term,
2025-09-27 04:15:10,Civic,292,928,0.6853,,Short-term,
2025-09-27 04:15:10,Downtown,537,1944,0.7238,,Short-term,
2025-09-27 04:15:10,Ronwood,523,678,0.2286,,Short-term,
2025-09-27 04:15:10,Toka Puia,340,420,0.1905,,Short-term,
2025-09-27 04:15:10,Victoria Street,442,895,0.5061,,Short-term,
2025-09-27 05:12:47,Civic,503,928,0.458,,Short-term,
2025-09-27 05:12:47,Downtown,638,1944,0.6718,,Short-term,
2025-09-27 05:12:47,Ronwood,523,678,0.2286,,Short-term,
2025-09-27 05:12:47,Toka Puia,352,420,0.1619,,Short-term,
2025-09-27 05:12:47,Victoria Street,519,895,0.4201,,Short-term,
2025-09-27 06:16:37,Civic,412,928,0.556,,Short-term,
2025-09-27 06:16:37,Downtown,615,1944,0.6836,,Short-term,
2025-09-27 06:16:37,Ronwood,524,678,0.2271,,Short-term,
2025-09-27 06:16:37,Toka Puia,371,420,0.1167,,Short-term,
2025-09-27 06:16:37,Victoria Street,559,895,0.3754,,Short-term,
2025-09-27 07:10:54,Civic,253,928,0.7274,,Short-term,
2025-09-27 07:10:54,Downtown,565,1944,0.7094,,Short-term,
2025-09-27 07:10:54,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 07:10:54,Toka Puia,370,420,0.119,,Short-term,
2025-09-27 07:10:54,Victoria Street,559,895,0.3754,,Short-term,
2025-09-27 08:15:27,Civic,78,928,0.9159,,Short-term,
2025-09-27 08:15:27,Downtown,600,1944,0.6914,,Short-term,
2025-09-27 08:15:27,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 08:15:27,Toka Puia,383,420,0.0881,,Short-term,
2025-09-27 08:15:27,Victoria Street,576,895,0.3564,,Short-term,
2025-09-27 09:11:37,Civic,88,928,0.9052,,Short-term,
2025-09-27 09:11:37,Downtown,742,1944,0.6183,,Short-term,
2025-09-27 09:11:37,Ronwood,524,678,0.2271,,Short-term,
2025-09-27 09:11:37,Toka Puia,387,420,0.0786,,Short-term,
2025-09-27 09:11:37,Victoria Street,598,895,0.3318,,Short-term,
2025-09-27 10:12:13,Civic,165,928,0.8222,,Short-term,
2025-09-27 10:12:13,Downtown,906,1944,0.534,,Short-term,
2025-09-27 10:12:13,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 10:12:13,Toka Puia,391,420,0.069,,Short-term,
2025-09-27 10:12:13,Victoria Street,658,895,0.2648,,Short-term,
2025-09-27 11:09:31,Civic,580,928,0.375,,Short-term,
2025-09-27 11:09:31,Downtown,1024,1944,0.4733,,Short-term,
2025-09-27 11:09:31,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 11:09:31,Toka Puia,395,420,0.0595,,Short-term,
2025-09-27 11:09:31,Victoria Street,729,895,0.1855,,Short-term,
2025-09-27 12:22:10,Civic,702,928,0.2435,,Short-term,
2025-09-27 12:22:10,Downtown,1081,1944,0.4439,,Short-term,
2025-09-27 12:22:10,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 12:22:10,Toka Puia,395,420,0.0595,,Short-term,
2025-09-27 12:22:10,Victoria Street,790,895,0.1173,,Short-term,
2025-09-27 13:16:52,Civic,723,928,0.2209,,Short-term,
2025-09-27 13:16:52,Downtown,1116,1944,0.4259,,Short-term,
2025-09-27 13:16:52,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 13:16:52,Toka Puia,395,420,0.0595,,Short-term,
2025-09-27 13:16:52,Victoria Street,795,895,0.1117,,Short-term,
2025-09-27 14:10:04,Civic,728,928,0.2155,,Short-term,
2025-09-27 14:10:04,Downtown,1163,1944,0.4017,,Short-term,
2025-09-27 14:10:04,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 14:10:04,Toka Puia,395,420,0.0595,,Short-term,
2025-09-27 14:10:04,Victoria Street,795,895,0.1117,,Short-term,
2025-09-27 15:11:12,Civic,731,928,0.2123,,Short-term,
2025-09-27 15:11:12,Downtown,1200,1944,0.3827,,Short-term,
2025-09-27 15:11:12,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 15:11:12,Toka Puia,395,420,0.0595,,Short-term,
2025-09-27 15:11:12,Victoria Street,795,895,0.1117,,Short-term,
2025-09-27 16:14:29,Civic,731,928,0.2123,,Short-term,
2025-09-27 16:14:29,Downtown,1212,1944,0.3765,,Short-term,
2025-09-27 16:14:29,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 16:14:29,Toka Puia,395,420,0.0595,,Short-term,
2025-09-27 16:14:29,Victoria Street,795,895,0.1117,,Short-term,
2025-09-27 17:10:02,Civic,732,928,0.2112,,Short-term,
2025-09-27 17:10:02,Downtown,1223,1944,0.3709,,Short-term,
2025-09-27 17:10:02,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 17:10:02,Toka Puia,395,420,0.0595,,Short-term,
2025-09-27 17:10:02,Victoria Street,794,895,0.1128,,Short-term,
2025-09-27 18:16:00,Civic,735,928,0.208,,Short-term,
2025-09-27 18:16:00,Downtown,1215,1944,0.375,,Short-term,
2025-09-27 18:16:00,Ronwood,525,678,0.2257,,Short-term,
2025-09-27 18:16:00,Toka Puia,394,420,0.0619,,Short-term,
2025-09-27 18:16:00,Victoria Street,791,895,0.1162,,Short-term,
2025-09-27 19:09:33,Civic,732,928,0.2112,,Short-term,
