daypk,pk,date,year,day,time,weekday_/_weekend?,precinct,street,section,side,no_of_cars,no_of_available_spaces,actual_spaces,total_spaces,no_of_permits,asd
2018-1,543249,2018-05-29,2018,Weekday 1,10:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,1.0,5,4,0.0,-1
2018-1,543249,2018-05-29,2018,Weekday 1,10:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,10:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,8.0,2.0,10,7,0.0,-3
2018-1,543249,2018-05-29,2018,Weekday 1,10:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,20.0,0.0,20,22,0.0,2
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,11.0,1.0,12,13,0.0,1
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,18.0,0.0,18,18,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,5.0,0.0,5,5,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,0.0,4,4,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,7.0,1.0,8,7,0.0,-1
2018-1,543249,2018-05-29,2018,Weekday 1,11:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,22.0,0.0,22,22,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,11.0,1.0,12,13,0.0,1
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,17.0,1.0,18,18,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,4.0,1.0,5,6,0.0,1
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,5.0,0.0,5,5,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,1.0,5,4,0.0,-1
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,6.0,3.0,9,7,0.0,-2
2018-1,543249,2018-05-29,2018,Weekday 1,12:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,20.0,0.0,20,22,0.0,2
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,12.0,0.0,12,13,0.0,1
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,18.0,0.0,18,18,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,5.0,0.0,5,5,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,1.0,5,4,0.0,-1
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,10.0,0.0,10,7,0.0,-3
2018-1,543249,2018-05-29,2018,Weekday 1,13:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,18.0,0.0,18,22,0.0,4
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,11.0,2.0,13,13,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,18.0,0.0,18,18,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,5.0,0.0,5,5,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Pakenham St East,Customs St West to end,north,5.0,0.0,5,4,0.0,-1
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,10.0,0.0,10,7,0.0,-3
2018-1,543249,2018-05-29,2018,Weekday 1,14:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,18.0,0.0,18,22,0.0,4
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,10.0,1.0,11,13,0.0,2
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,16.0,2.0,18,18,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,5.0,1.0,6,5,0.0,-1
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Pakenham St East,Customs St West to end,north,5.0,0.0,5,4,0.0,-1
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,6.0,1.0,7,7,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,15:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,21.0,1.0,22,22,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,12.0,1.0,13,13,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,17.0,1.0,18,18,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,5.0,0.0,5,5,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,1.0,5,4,0.0,-1
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,7.0,1.0,8,7,0.0,-1
2018-1,543249,2018-05-29,2018,Weekday 1,16:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,22.0,0.0,22,22,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,12.0,1.0,13,13,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,18.0,0.0,18,18,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,2.0,1.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,4.0,1.0,5,5,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,2.0,1.0,3,3,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,1.0,5,4,0.0,-1
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,4.0,3.0,7,7,0.0,0
2018-1,543249,2018-05-29,2018,Weekday 1,17:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,15.0,6.0,21,22,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,8.0,5.0,13,13,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,11.0,7.0,18,18,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,0.0,3.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,1.0,4.0,5,6,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,0.0,3.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,2.0,3.0,5,5,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,1.0,2.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Pakenham St East,Customs St West to end,north,5.0,0.0,5,4,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Pakenham St East,Customs St West to end,south,1.0,1.0,2,2,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,7.0,0.0,7,7,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,08:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,20.0,2.0,22,22,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,8.0,5.0,13,13,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,18.0,2.0,20,18,0.0,-2
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,3.0,2.0,5,6,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,1.0,4.0,5,5,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,1.0,2.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Pakenham St East,Customs St West to end,north,5.0,0.0,5,4,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,7.0,0.0,7,7,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,09:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,21.0,2.0,23,22,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,9.0,3.0,12,13,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,17.0,2.0,19,18,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,3.0,2.0,5,5,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,1.0,5,4,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,7.0,0.0,7,7,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,10:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,19.0,2.0,21,22,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,10.0,1.0,11,13,0.0,2
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,18.0,0.0,18,18,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,2.0,1.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,5.0,0.0,5,5,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,1.0,5,4,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,7.0,0.0,7,7,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,11:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,19.0,2.0,21,22,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,12.0,1.0,13,13,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,16.0,2.0,18,18,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,5.0,0.0,5,5,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,1.0,5,4,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,7.0,0.0,7,7,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,12:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,19.0,2.0,21,22,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,13.0,1.0,14,13,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,17.0,1.0,18,18,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,4.0,1.0,5,5,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Pakenham St East,Customs St West to end,north,5.0,0.0,5,4,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,7.0,3.0,10,7,0.0,-3
2018-2,543252,2018-06-01,2018,Weekday 2,13:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,19.0,3.0,22,22,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,12.0,1.0,13,13,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,18.0,0.0,18,18,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,5.0,0.0,5,6,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,4.0,1.0,5,5,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,2.0,1.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,1.0,5,4,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,7.0,2.0,9,7,0.0,-2
2018-2,543252,2018-06-01,2018,Weekday 2,14:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,18.0,3.0,21,22,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,10.0,2.0,12,13,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,16.0,2.0,18,18,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,1.0,2.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,3.0,2.0,5,6,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,2.0,1.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,4.0,1.0,5,5,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Pakenham St East,Market St to Customs St West,south,2.0,1.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Pakenham St East,Customs St West to end,north,4.0,1.0,5,4,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Pakenham St East,Customs St West to end,south,2.0,0.0,2,2,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,6.0,2.0,8,7,0.0,-1
2018-2,543252,2018-06-01,2018,Weekday 2,15:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,15.0,7.0,22,22,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,16:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,east,8.0,5.0,13,13,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,16:00:00,weekday,5,Customs St West,Pakenham St East to Lower Hobson St,west,17.0,1.0,18,18,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,16:00:00,weekday,5,Customs St West,Fanshawe St to Viaduct Harbour Ave,east,3.0,0.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,16:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,east,3.0,2.0,5,6,0.0,1
2018-2,543252,2018-06-01,2018,Weekday 2,16:00:00,weekday,5,Customs St West,Viaduct Harbour Ave to Pakenham St East,west,0.0,3.0,3,3,0.0,0
2018-2,543252,2018-06-01,2018,Weekday 2,16:00:00,weekday,5,Pakenham St East,Market St to Customs St West,north,4.0,1.0,5,5,0.0,0
